Statistical profiling result from isolate-0x292e220-v8.log, (177218 ticks, 20473 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     11    0.0%    0.0%  Handler: An IC handler from the snapshot {10}
     10    0.0%    0.0%  Stub: ToBooleanStub(Smi)
     10    0.0%    0.0%  Stub: StoreTransitionStub {10}
     10    0.0%    0.0%  Stub: CompareICStub {10}
     10    0.0%    0.0%  RegExp: ^\\?
     10    0.0%    0.0%  LazyCompile: *slowToString buffer.js:426:22
     10    0.0%    0.0%  LazyCompile: *read /home/substack/projects/osm-p2p/node_modules/comparable-storable-types/index.js:126:22
     10    0.0%    0.0%  LazyCompile: *<anonymous> /home/substack/projects/osm-p2p/node_modules/levelup/lib/levelup.js:308:31
     10    0.0%    0.0%  Handler: v {43}
     10    0.0%    0.0%  Handler: v {39}
     10    0.0%    0.0%  Handler: An IC handler from the snapshot {11}
      9    0.0%    0.0%  Stub: StoreTransitionStub {15}
      9    0.0%    0.0%  Stub: RecordWriteStub {9}
      9    0.0%    0.0%  Stub: LoadConstantStub {3}
      9    0.0%    0.0%  Stub: LoadConstantStub {1}
      9    0.0%    0.0%  Stub: InternalArraySingleArgumentConstructorStub
      9    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/hyperlog/index.js:367:42
      9    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/after-all/index.js:17:28
      9    0.0%    0.0%  LazyCompile: *wrapper /home/substack/projects/osm-p2p/node_modules/wrappy/wrappy.js:19:19
      9    0.0%    0.0%  Handler: v {7}
      9    0.0%    0.0%  Handler: v {38}
      9    0.0%    0.0%  Handler: lat {2}
      9    0.0%    0.0%  Handler: call {1}
      9    0.0%    0.0%  Handler: An IC handler from the snapshot {24}
      8    0.0%    0.0%  Stub: StoreTransitionStub {7}
      8    0.0%    0.0%  Stub: RecordWriteStub {2}
      8    0.0%    0.0%  Stub: RecordWriteStub {25}
      8    0.0%    0.0%  Stub: RecordWriteStub {13}
      8    0.0%    0.0%  Stub: LoadFieldStub {8}
      8    0.0%    0.0%  Stub: LoadFieldStub {14}
      8    0.0%    0.0%  Stub: LoadFieldStub {10}
      8    0.0%    0.0%  Stub: CompareICStub {1}
      8    0.0%    0.0%  LazyCompile: ~nextTick internal/process/next_tick.js:140:20
      8    0.0%    0.0%  LazyCompile: *read /home/substack/projects/osm-p2p/node_modules/comparable-storable-types/index.js:9:22
      8    0.0%    0.0%  LazyCompile: *ondata /home/substack/projects/osm-p2p-server/node_modules/through2/node_modules/readable-stream/lib/_stream_readable.js:529:18
      8    0.0%    0.0%  LazyCompile: *isNaN native v8natives.js:737:21
      8    0.0%    0.0%  LazyCompile: *byteLength buffer.js:352:20
      8    0.0%    0.0%  LazyCompile: *afterWrite /home/substack/projects/osm-p2p-server/node_modules/concat-stream/node_modules/readable-stream/lib/_stream_writable.js:382:20
      8    0.0%    0.0%  LazyCompile: *ToPositiveInteger native runtime.js:34:27
      8    0.0%    0.0%  LazyCompile: *KDB._put /home/substack/projects/osm-p2p/node_modules/kdb-tree-store/index.js:148:31
      8    0.0%    0.0%  LazyCompile: *<anonymous> /home/substack/projects/osm-p2p/node_modules/osm-p2p-db/index.js:191:27
      8    0.0%    0.0%  Handler: An IC handler from the snapshot {22}
      8    0.0%    0.0%  Builtin: HandleApiCallConstruct
      7    0.0%    0.0%  Stub: StoreTransitionStub {2}
      7    0.0%    0.0%  Stub: RecordWriteStub {8}
      7    0.0%    0.0%  Stub: RecordWriteStub {14}
      7    0.0%    0.0%  Stub: BinaryOpICStub {5}
      7    0.0%    0.0%  LazyCompile: ~connectionListener _http_server.js:261:28
      7    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/hyperlog/index.js:185:29
      7    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/routes/changeset_create.js:29:51
      7    0.0%    0.0%  LazyCompile: *flow /home/substack/projects/osm-p2p-server/node_modules/through2/node_modules/readable-stream/lib/_stream_readable.js:722:14
      7    0.0%    0.0%  LazyCompile: *LevelUP.put /home/substack/projects/osm-p2p/node_modules/levelup/lib/levelup.js:235:34
      7    0.0%    0.0%  LazyCompile: *LazyTransform internal/streams/lazy_transform.js:11:23
      7    0.0%    0.0%  LazyCompile: *AbstractLevelDOWN.put /home/substack/projects/osm-p2p/node_modules/abstract-leveldown/abstract-leveldown.js:99:44
      7    0.0%    0.0%  LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/api/put_changes.js:60:44
      7    0.0%    0.0%  Handler: v {18}
      7    0.0%    0.0%  Handler: content-type
      7    0.0%    0.0%  Handler: _checkKey
      7    0.0%    0.0%  Builtin: InterruptCheck
      7    0.0%    0.0%  Builtin: CompileLazy
      6    0.0%    0.0%  Stub: ToBooleanStub(Null,SpecObject)
      6    0.0%    0.0%  Stub: StoreTransitionStub {4}
      6    0.0%    0.0%  Stub: LoadConstantStub {9}
      6    0.0%    0.0%  Stub: LoadConstantStub {10}
      6    0.0%    0.0%  Stub: LoadConstantStub
      6    0.0%    0.0%  Stub: CompareICStub {16}
      6    0.0%    0.0%  LazyCompile: ~write /home/substack/projects/osm-p2p-server/node_modules/sax/lib/sax.js:981:18
      6    0.0%    0.0%  LazyCompile: ~makeOptions /home/substack/projects/osm-p2p/node_modules/errno/node_modules/prr/prr.js:25:30
      6    0.0%    0.0%  LazyCompile: ~howMuchToRead /home/substack/projects/osm-p2p-server/node_modules/through2/node_modules/readable-stream/lib/_stream_readable.js:255:23
      6    0.0%    0.0%  LazyCompile: ~emit events.js:136:44
      6    0.0%    0.0%  LazyCompile: ~ceil native math.js:31:18
      6    0.0%    0.0%  LazyCompile: ~OutgoingMessage._send _http_outgoing.js:122:43
      6    0.0%    0.0%  LazyCompile: ~LevelUP.batch /home/substack/projects/osm-p2p/node_modules/levelup/lib/levelup.js:289:36
      6    0.0%    0.0%  LazyCompile: ~DB.self.kdb.hyperkdb.map /home/substack/projects/osm-p2p/node_modules/osm-p2p-db/index.js:39:19
      6    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/hyperlog/index.js:275:61
      6    0.0%    0.0%  LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/lib/filter_deletes.js:36:49
      6    0.0%    0.0%  Handler: old_id
      6    0.0%    0.0%  Handler: handle
      6    0.0%    0.0%  Handler: _operation
      6    0.0%    0.0%  Builtin: JSConstructStubApi
      5    0.0%    0.0%  Stub: StoreFieldStub {5}
      5    0.0%    0.0%  Stub: RecordWriteStub {12}
      5    0.0%    0.0%  Stub: LoadFieldStub {16}
      5    0.0%    0.0%  Stub: FastNewContextStub {4}
      5    0.0%    0.0%  LazyCompile: ~resume_ /home/substack/projects/osm-p2p-server/node_modules/through2/node_modules/readable-stream/lib/_stream_readable.js:700:17
      5    0.0%    0.0%  LazyCompile: ~createWriteReq net.js:727:24
      5    0.0%    0.0%  LazyCompile: ~Socket.read net.js:297:33
      5    0.0%    0.0%  LazyCompile: ~Osm2Json.processChild /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:168:44
      5    0.0%    0.0%  LazyCompile: *parse native json.js:51:19
      5    0.0%    0.0%  LazyCompile: *WritableState.onwrite _stream_writable.js:88:26
      5    0.0%    0.0%  LazyCompile: *Integer /home/substack/projects/osm-p2p-server/node_modules/big-integer/BigInteger.js:10:21
      5    0.0%    0.0%  LazyCompile: *<anonymous> /home/substack/projects/osm-p2p-server/lib/filter_deletes.js:18:26
      5    0.0%    0.0%  Handler: get
      5    0.0%    0.0%  Handler: called
      5    0.0%    0.0%  Handler: call
      5    0.0%    0.0%  Handler: An IC handler from the snapshot {19}
      5    0.0%    0.0%  Builtin: DatePrototypeToISOString
      5    0.0%    0.0%  Builtin: ArrayShift
      5    0.0%    0.0%  Builtin: ArrayIsArray
      4    0.0%    0.0%  Stub: RecordWriteStub {24}
      4    0.0%    0.0%  Stub: LoadFieldStub {11}
      4    0.0%    0.0%  LazyCompile: ~onfinish /home/substack/projects/osm-p2p/node_modules/level-iterator-stream/node_modules/readable-stream/lib/_stream_readable.js:607:20
      4    0.0%    0.0%  LazyCompile: ~ServerResponse.writeHead _http_server.js:160:46
      4    0.0%    0.0%  LazyCompile: ~Osm2Json.processNode /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:155:43
      4    0.0%    0.0%  LazyCompile: ~InnerArrayForEach native array.js:946:27
      4    0.0%    0.0%  LazyCompile: *readableAddChunk /home/substack/projects/osm-p2p/node_modules/readable-stream/lib/_stream_readable.js:170:26
      4    0.0%    0.0%  LazyCompile: *parseInt native v8natives.js:36:24
      4    0.0%    0.0%  LazyCompile: *onwrite /home/substack/projects/osm-p2p/node_modules/readable-stream/lib/_stream_writable.js:332:17
      4    0.0%    0.0%  LazyCompile: *kick /home/substack/projects/osm-p2p/node_modules/hyperlog/index.js:219:23
      4    0.0%    0.0%  LazyCompile: *exports.string.decode /home/substack/projects/osm-p2p/node_modules/protocol-buffers/encodings.js:78:25
      4    0.0%    0.0%  LazyCompile: *encodeHex /home/substack/projects/osm-p2p/node_modules/lexicographic-integer/index.js:94:19
      4    0.0%    0.0%  LazyCompile: *doWrite /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_writable.js:314:17
      4    0.0%    0.0%  LazyCompile: *WritableState.onwrite /home/substack/projects/osm-p2p-server/node_modules/concat-stream/node_modules/readable-stream/lib/_stream_writable.js:118:27
      4    0.0%    0.0%  LazyCompile: *Writable.write /home/substack/projects/osm-p2p-server/node_modules/concat-stream/node_modules/readable-stream/lib/_stream_writable.js:248:37
      4    0.0%    0.0%  LazyCompile: *Uint8ArrayConstructByLength native typedarray.js:180:37
      4    0.0%    0.0%  LazyCompile: *Transform._read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:154:38
      4    0.0%    0.0%  LazyCompile: *OutgoingMessage._send _http_outgoing.js:122:43
      4    0.0%    0.0%  LazyCompile: *BigInteger.toString /home/substack/projects/osm-p2p-server/node_modules/big-integer/BigInteger.js:1091:46
      4    0.0%    0.0%  Handler: v {42}
      4    0.0%    0.0%  Handler: user {3}
      4    0.0%    0.0%  Handler: oncomplete
      4    0.0%    0.0%  Handler: old_id {1}
      4    0.0%    0.0%  Handler: lat {1}
      4    0.0%    0.0%  Handler: changeset {4}
      4    0.0%    0.0%  Handler: callback
      4    0.0%    0.0%  Handler: apply {1}
      4    0.0%    0.0%  Handler: _maxListeners {1}
      4    0.0%    0.0%  Handler: _isBuffer
      4    0.0%    0.0%  Handler: An IC handler from the snapshot {2}
      4    0.0%    0.0%  Handler: An IC handler from the snapshot {23}
      4    0.0%    0.0%  Builtin: DateConstructor_ConstructStub
      3    0.0%    0.0%  Stub: StoreTransitionStub {11}
      3    0.0%    0.0%  Stub: RecordWriteStub {27}
      3    0.0%    0.0%  Stub: LoadFieldStub {12}
      3    0.0%    0.0%  Stub: InternalArrayConstructorStub
      3    0.0%    0.0%  Stub: CompareICStub {13}
      3    0.0%    0.0%  Stub: BinaryOpICStub {3}
      3    0.0%    0.0%  LazyCompile: ~validChunk _stream_writable.js:177:20
      3    0.0%    0.0%  LazyCompile: ~module.exports /home/substack/projects/osm-p2p/node_modules/varint/length.js:12:27
      3    0.0%    0.0%  LazyCompile: ~fromList /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:808:18
      3    0.0%    0.0%  LazyCompile: ~dispatchError /home/substack/projects/osm-p2p/node_modules/levelup/lib/util.js:63:24
      3    0.0%    0.0%  LazyCompile: ~Uint8Array native typedarray.js:226:31
      3    0.0%    0.0%  LazyCompile: ~SubDown.batch.SubDown._batch /home/substack/projects/osm-p2p/node_modules/subleveldown/leveldown.js:109:37
      3    0.0%    0.0%  LazyCompile: ~Readable.read /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:292:36
      3    0.0%    0.0%  LazyCompile: ~Readable.pause _stream_readable.js:749:36
      3    0.0%    0.0%  LazyCompile: ~Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
      3    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/hyperlog/index.js:336:25
      3    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/hyperlog-index/index.js:49:53
      3    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/lib/filter_deletes.js:36:49
      3    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/api/put_changes.js:31:32
      3    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p-server/api/create_changeset.js:11:30
      3    0.0%    0.0%  LazyCompile: *validChunk _stream_writable.js:177:20
      3    0.0%    0.0%  LazyCompile: *truncate /home/substack/projects/osm-p2p-server/node_modules/big-integer/BigInteger.js:71:22
      3    0.0%    0.0%  LazyCompile: *toUpperCase native string.js:352:29
      3    0.0%    0.0%  LazyCompile: *notFound /home/substack/projects/osm-p2p/node_modules/hyperkv/index.js:279:19
      3    0.0%    0.0%  LazyCompile: *fromList /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:808:18
      3    0.0%    0.0%  LazyCompile: *eachRow /home/substack/projects/osm-p2p/node_modules/hyperkv/index.js:266:26
      3    0.0%    0.0%  LazyCompile: *Osm2Json.coerce /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:202:38
      3    0.0%    0.0%  Handler: value {1}
      3    0.0%    0.0%  Handler: v {44}
      3    0.0%    0.0%  Handler: v {40}
      3    0.0%    0.0%  Handler: shift
      3    0.0%    0.0%  Handler: removeListener
      3    0.0%    0.0%  Handler: new_id
      3    0.0%    0.0%  Handler: length {2}
      3    0.0%    0.0%  Handler: key
      3    0.0%    0.0%  Handler: Array
      3    0.0%    0.0%  Builtin: ArrayPop
      2    0.0%    0.0%  Stub: ToBooleanStub(Undefined,String)
      2    0.0%    0.0%  Stub: StoreTransitionStub {13}
      2    0.0%    0.0%  Stub: StoreFieldStub {9}
      2    0.0%    0.0%  Stub: StoreFieldStub {15}
      2    0.0%    0.0%  Stub: StoreFieldStub {12}
      2    0.0%    0.0%  Stub: StoreFastElementStub
      2    0.0%    0.0%  Stub: RecordWriteStub {32}
      2    0.0%    0.0%  Stub: RecordWriteStub {21}
      2    0.0%    0.0%  Stub: RecordWriteStub {20}
      2    0.0%    0.0%  Stub: RecordWriteStub {11}
      2    0.0%    0.0%  Stub: LoadFieldStub {1}
      2    0.0%    0.0%  Stub: LoadFieldStub {15}
      2    0.0%    0.0%  Stub: LoadConstantStub {8}
      2    0.0%    0.0%  Stub: CompareICStub {14}
      2    0.0%    0.0%  Stub: CallICStub(args(1), NULL_OR_UNDEFINED, 
      2    0.0%    0.0%  Stub: BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String) {3}
      2    0.0%    0.0%  Stub: BinaryOpICStub {8}
      2    0.0%    0.0%  Stub: ArrayBufferViewLoadFieldStub
      2    0.0%    0.0%  LazyCompile: ~unrefTimer net.js:192:51
      2    0.0%    0.0%  LazyCompile: ~set native collection.js:252:16
      2    0.0%    0.0%  LazyCompile: ~read /home/substack/projects/osm-p2p/node_modules/varint/decode.js:6:14
      2    0.0%    0.0%  LazyCompile: ~read /home/substack/projects/osm-p2p/node_modules/hyperlog/index.js:200:23
      2    0.0%    0.0%  LazyCompile: ~ondata /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:539:18
      2    0.0%    0.0%  LazyCompile: ~insert timers.js:119:16
      2    0.0%    0.0%  LazyCompile: ~insert /home/substack/projects/osm-p2p/node_modules/kdb-tree-store/index.js:334:19
      2    0.0%    0.0%  LazyCompile: ~getOptions /home/substack/projects/osm-p2p/node_modules/levelup/lib/util.js:20:21
      2    0.0%    0.0%  LazyCompile: ~encodingLength :3:33
      2    0.0%    0.0%  LazyCompile: ~dirname path.js:1325:28
      2    0.0%    0.0%  LazyCompile: ~clearBuffer /home/substack/projects/osm-p2p/node_modules/readable-stream/lib/_stream_writable.js:375:21
      2    0.0%    0.0%  LazyCompile: ~batchMap /home/substack/projects/osm-p2p-server/api/put_changes.js:76:19
      2    0.0%    0.0%  LazyCompile: ~Transform /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_transform.js:90:19
      2    0.0%    0.0%  LazyCompile: ~Osm2Json.onOpenTag /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:128:41
      2    0.0%    0.0%  LazyCompile: ~KDB._put /home/substack/projects/osm-p2p/node_modules/kdb-tree-store/index.js:148:31
      2    0.0%    0.0%  LazyCompile: ~InnerArrayFilter native array.js:924:26
      2    0.0%    0.0%  LazyCompile: ~Buffer.write buffer.js:707:34
      2    0.0%    0.0%  LazyCompile: ~BigInteger.toString /home/substack/projects/osm-p2p-server/node_modules/big-integer/BigInteger.js:1091:46
      2    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/level-codec/index.js:48:26
      2    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/kdb-tree-store/index.js:269:19
      2    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/hyperlog/index.js:210:36
      2    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/hyperlog-index/index.js:47:28
      2    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/hyperkv/index.js:74:38
      2    0.0%    0.0%  LazyCompile: ~<anonymous> /home/substack/projects/osm-p2p/node_modules/hyperkv/index.js:41:62
      2    0.0%    0.0%  LazyCompile: readPackage module.js:79:21
      2    0.0%    0.0%  LazyCompile: *writeOrBuffer /home/substack/projects/osm-p2p/node_modules/readable-stream/lib/_stream_writable.js:280:23
      2    0.0%    0.0%  LazyCompile: *read /home/substack/projects/osm-p2p/node_modules/varint/decode.js:6:14
      2    0.0%    0.0%  LazyCompile: *normalizeStringPosix path.js:78:30
      2    0.0%    0.0%  LazyCompile: *howMuchToRead /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/_stream_readable.js:273:23
      2    0.0%    0.0%  LazyCompile: *emitOne events.js:94:17
      2    0.0%    0.0%  LazyCompile: *decode :3:25
      2    0.0%    0.0%  LazyCompile: *convert /home/substack/projects/osm-p2p-server/node_modules/base-convertor/index.js:12:24
      2    0.0%    0.0%  LazyCompile: *Osm2Json._transform /home/substack/projects/osm-p2p-server/node_modules/osm2json/lib/osm2json.js:101:42
      2    0.0%    0.0%  LazyCompile: *Codec.decodeValue /home/substack/projects/osm-p2p/node_modules/level-codec/index.js:41:39
      2    0.0%    0.0%  LazyCompile: *BufferList.shift /home/substack/projects/osm-p2p-server/node_modules/readable-stream/lib/internal/streams/BufferList.js:30:39
