Statistical profiling result from isolate-0x292e220-v8.log, (177218 ticks, 20473 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      9    0.0%    0.0%  v8::Value::IntegerValue() const
      9    0.0%    0.0%  node::StringEqualNoCase(char const*, char const*)
      9    0.0%    0.0%  node::RealPath(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.0%    0.0%  node::ParseEncoding(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      9    0.0%    0.0%  double v8::internal::InternalStringToInt<unsigned char const*, unsigned char const*>(v8::internal::UnicodeCache*, unsigned char const*, unsigned char const*, int)
      9    0.0%    0.0%  __lll_lock_wait
      8    0.0%    0.0%  v8::internal::String::ToCString(v8::internal::AllowNullsFlag, v8::internal::RobustnessFlag, int, int, int*)
      8    0.0%    0.0%  v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::EvacuateFixedTypedArray(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*)
      8    0.0%    0.0%  v8::internal::Runtime_ToString(int, v8::internal::Object**, v8::internal::Isolate*)
      8    0.0%    0.0%  v8::internal::RegExpStackScope::RegExpStackScope(v8::internal::Isolate*)
      8    0.0%    0.0%  v8::internal::PagedSpace::Contains(v8::internal::Object*) [clone .part.264]
      8    0.0%    0.0%  v8::internal::LookupIterator::GetAccessors() const
      8    0.0%    0.0%  v8::internal::LAllocator::ProcessInstructions(v8::internal::HBasicBlock*, v8::internal::BitVector*)
      8    0.0%    0.0%  v8::internal::KeywordOrIdentifierToken(unsigned char const*, int, bool) [clone .part.0]
      8    0.0%    0.0%  v8::internal::JSReceiver::DefineOwnProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyDescriptor*, v8::internal::Object::ShouldThrow)
      8    0.0%    0.0%  v8::internal::JSObject::AllocateStorageForMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>)
      8    0.0%    0.0%  v8::internal::FixedBodyVisitor<v8::internal::IncrementalMarkingMarkingVisitor, v8::internal::FixedBodyDescriptor<24, 40, 40>, void>::Visit(v8::internal::Map*, v8::internal::HeapObject*)
      8    0.0%    0.0%  v8::internal::Factory::NewJSArrayStorage(v8::internal::Handle<v8::internal::JSArray>, int, int, v8::internal::ArrayStorageAllocationMode)
      8    0.0%    0.0%  v8::internal::CodeStub::FindCodeInCache(v8::internal::Code**)
      8    0.0%    0.0%  v8::internal::Assembler::emit_mov(v8::internal::Register, v8::internal::Operand const&, int)
      8    0.0%    0.0%  v8::V8::DisposeGlobal(v8::internal::Object**)
      8    0.0%    0.0%  v8::TryCatch::SetVerbose(bool)
      8    0.0%    0.0%  v8::String::NewFromUtf8(v8::Isolate*, char const*, v8::String::NewStringType, int)
      8    0.0%    0.0%  std::_Rb_tree<void*, std::pair<void* const, unsigned long>, std::_Select1st<std::pair<void* const, unsigned long> >, std::less<void*>, std::allocator<std::pair<void* const, unsigned long> > >::erase(void* const&)
      8    0.0%    0.0%  node::StreamWrap::DoTryWrite(uv_buf_t**, unsigned long*)
      8    0.0%    0.0%  __printf_fp
      8    0.0%    0.0%  _IO_setb
      8    0.0%    0.0%  _IO_padn
      8    0.0%    0.0%  OPENSSL_cleanse
      7    0.0%    0.0%  void v8::internal::BodyDescriptorBase::IterateBodyImpl<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::Heap*, v8::internal::HeapObject*, int, int)
      7    0.0%    0.0%  v8::internal::Utf8StringKey::Hash()
      7    0.0%    0.0%  v8::internal::StaticMarkingVisitor<v8::internal::IncrementalMarkingMarkingVisitor>::VisitWeakCell(v8::internal::Map*, v8::internal::HeapObject*)
      7    0.0%    0.0%  v8::internal::SimpleStringBuilder::SimpleStringBuilder(int)
      7    0.0%    0.0%  v8::internal::SemiSpace::FixPagesFlags(long, long)
      7    0.0%    0.0%  v8::internal::Scanner::Next()
      7    0.0%    0.0%  v8::internal::Runtime_Interrupt(int, v8::internal::Object**, v8::internal::Isolate*)
      7    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseLeftHandSideExpression(v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, bool*)
      7    0.0%    0.0%  v8::internal::Operand::Operand(v8::internal::Register, int)
      7    0.0%    0.0%  v8::internal::Object::SameValue(v8::internal::Object*)
      7    0.0%    0.0%  v8::internal::NewSpace::UpdateInlineAllocationLimit(int)
      7    0.0%    0.0%  v8::internal::MarkCompactCollector::RecordCodeEntrySlot(v8::internal::HeapObject*, unsigned char*, v8::internal::Code*)
      7    0.0%    0.0%  v8::internal::LChunk::MarkEmptyBlocks()
      7    0.0%    0.0%  v8::internal::KeyedStoreICNexus::StateFromFeedback() const
      7    0.0%    0.0%  v8::internal::JSReceiver::HasInPrototypeChain(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Object>)
      7    0.0%    0.0%  v8::internal::Isolate::FireCallCompletedCallback()
      7    0.0%    0.0%  v8::internal::IncrementalStringBuilder::Extend()
      7    0.0%    0.0%  v8::internal::Heap::SetStackLimits()
      7    0.0%    0.0%  v8::internal::Heap::PerformGarbageCollection(v8::internal::GarbageCollector, v8::GCCallbackFlags)
      7    0.0%    0.0%  v8::internal::GlobalHandles::IterateNewSpaceWeakIndependentRoots(v8::internal::ObjectVisitor*)
      7    0.0%    0.0%  v8::internal::Factory::ToBoolean(bool)
      7    0.0%    0.0%  v8::internal::Assembler::movp(v8::internal::Register, void*, v8::internal::RelocInfo::Mode)
      7    0.0%    0.0%  v8::base::Time::Now()
      7    0.0%    0.0%  unibrow::Utf8DecoderBase::WriteUtf16Slow(unsigned char const*, unsigned long, unsigned short*, unsigned long)
      7    0.0%    0.0%  node::Buffer::CreateFromString(v8::FunctionCallbackInfo<v8::Value> const&)
      7    0.0%    0.0%  __GI___pthread_mutex_unlock
      6    0.0%    0.0%  v8::internal::StoreIC::Store(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::Object::StoreFromKeyed)
      6    0.0%    0.0%  v8::internal::StaticMarkingVisitor<v8::internal::IncrementalMarkingMarkingVisitor>::VisitSharedFunctionInfoStrongCode(v8::internal::Heap*, v8::internal::HeapObject*)
      6    0.0%    0.0%  v8::internal::Scope::LookupLocal(v8::internal::AstRawString const*)
      6    0.0%    0.0%  v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)0, (v8::internal::LoggingAndProfiling)0>::EvacuateFixedArray(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*)
      6    0.0%    0.0%  v8::internal::Runtime_StringParseInt(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.0%    0.0%  v8::internal::Runtime_StrictEqual(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.0%    0.0%  v8::internal::Runtime_HasInPrototypeChain(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.0%    0.0%  v8::internal::Runtime_HasFastPackedElements(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.0%    0.0%  v8::internal::PositionsRecorder::WriteRecordedPositions()
      6    0.0%    0.0%  v8::internal::Map::PrepareForDataProperty(v8::internal::Handle<v8::internal::Map>, int, v8::internal::Handle<v8::internal::Object>)
      6    0.0%    0.0%  v8::internal::Log::MessageBuilder::Append(char const*, ...)
      6    0.0%    0.0%  v8::internal::JSReceiver::GetPropertyAttributes(v8::internal::LookupIterator*)
      6    0.0%    0.0%  v8::internal::IsUnscavengedHeapObject(v8::internal::Heap*, v8::internal::Object**)
      6    0.0%    0.0%  v8::internal::HGraph::FinalizeUniqueness()
      6    0.0%    0.0%  v8::internal::FreeList::Allocate(int)
      6    0.0%    0.0%  v8::internal::Factory::NewNumberFromUint(unsigned int, v8::internal::PretenureFlag)
      6    0.0%    0.0%  v8::internal::Factory::NewJSArray(v8::internal::ElementsKind, int, int, v8::internal::Strength, v8::internal::ArrayStorageAllocationMode, v8::internal::PretenureFlag)
      6    0.0%    0.0%  v8::internal::ExpressionClassifier<v8::internal::ParserTraits>::Accumulate(v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, unsigned int, bool)
      6    0.0%    0.0%  v8::internal::Dictionary<v8::internal::NameDictionary, v8::internal::NameDictionaryShape, v8::internal::Handle<v8::internal::Name> >::DeleteProperty(v8::internal::Handle<v8::internal::NameDictionary>, int)
      6    0.0%    0.0%  v8::internal::Context::global_object()
      6    0.0%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::SetLength(v8::internal::Handle<v8::internal::JSArray>, unsigned int)
      6    0.0%    0.0%  v8::internal::(anonymous namespace)::DeleteProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
      6    0.0%    0.0%  v8::base::OS::VSNPrintF(char*, int, char const*, __va_list_tag*)
      6    0.0%    0.0%  v8::V8::GlobalizeReference(v8::internal::Isolate*, v8::internal::Object**)
      6    0.0%    0.0%  v8::String::IsExternal() const
      6    0.0%    0.0%  uv__hrtime
      6    0.0%    0.0%  uv__count_bufs
      6    0.0%    0.0%  node::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&)
      6    0.0%    0.0%  int v8::internal::StaticNewSpaceVisitor<v8::internal::StaticScavengeVisitor>::DataObjectVisitor::VisitSpecialized<16>(v8::internal::Map*, v8::internal::HeapObject*)
      6    0.0%    0.0%  int v8::internal::FlexibleBodyVisitor<v8::internal::StaticScavengeVisitor, v8::internal::FlexibleBodyDescriptor<8>, int>::VisitSpecialized<40>(v8::internal::Map*, v8::internal::HeapObject*)
      6    0.0%    0.0%  fflush
      6    0.0%    0.0%  SHA256_Final
      5    0.0%    0.0%  void v8::internal::FlexibleBodyVisitor<v8::internal::IncrementalMarkingMarkingVisitor, v8::internal::FlexibleBodyDescriptor<8>, void>::VisitSpecialized<40>(v8::internal::Map*, v8::internal::HeapObject*)
      5    0.0%    0.0%  v8::internal::VariableProxy::Accept(v8::internal::AstVisitor*)
      5    0.0%    0.0%  v8::internal::Utf8StringKey::IsMatch(v8::internal::Object*)
      5    0.0%    0.0%  v8::internal::UpdatePointer(v8::internal::HeapObject**, v8::internal::HeapObject*)
      5    0.0%    0.0%  v8::internal::StoreIC::LookupForWrite(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::Object::StoreFromKeyed)
      5    0.0%    0.0%  v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::ObjectEvacuationStrategy<(v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::ObjectContents)1>::Visit(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*)
      5    0.0%    0.0%  v8::internal::Runtime_StringParseFloat(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.0%    0.0%  v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.0%    0.0%  v8::internal::Runtime_CreateListFromArrayLike(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.0%    0.0%  v8::internal::Runtime_Compare(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.0%    0.0%  v8::internal::PositionsRecorder::RecordPosition(int)
      5    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseAndClassifyIdentifier(v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, bool*)
      5    0.0%    0.0%  v8::internal::Parser::ParseExpressionOrLabelledStatement(v8::internal::ZoneList<v8::internal::AstRawString const*>*, bool*)
      5    0.0%    0.0%  v8::internal::NewSpace::InlineAllocationStep(unsigned char*, unsigned char*, unsigned char*, unsigned long)
      5    0.0%    0.0%  v8::internal::MarkCompactCollector::EvacuateNewSpaceVisitor::Visit(v8::internal::HeapObject*)
      5    0.0%    0.0%  v8::internal::LiveObjectIterator<(v8::internal::LiveObjectIterationMode)0>::Next()
      5    0.0%    0.0%  v8::internal::LAllocator::MeetConstraintsBetween(v8::internal::LInstruction*, v8::internal::LInstruction*, int)
      5    0.0%    0.0%  v8::internal::JSObject::RawFastPropertyAt(v8::internal::FieldIndex)
      5    0.0%    0.0%  v8::internal::Heap::AllocateRaw(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment) [clone .constprop.610]
      5    0.0%    0.0%  v8::internal::GlobalHandles::UpdateListOfNewSpaceNodes()
      5    0.0%    0.0%  v8::internal::FuncNameInferrer::PushVariableName(v8::internal::AstRawString const*)
      5    0.0%    0.0%  v8::internal::FlexibleBodyVisitor<v8::internal::StaticScavengeVisitor, v8::internal::FlexibleBodyDescriptor<8>, int>::Visit(v8::internal::Map*, v8::internal::HeapObject*)
      5    0.0%    0.0%  v8::internal::Factory::LookupSingleCharacterStringFromCode(unsigned int)
      5    0.0%    0.0%  v8::internal::ExpressionClassifier<v8::internal::ParserTraits>::ExpressionClassifier(v8::internal::ParserTraits const*)
      5    0.0%    0.0%  v8::internal::CodeStub::GetCode()
      5    0.0%    0.0%  v8::internal::Code::CopyFrom(v8::internal::CodeDesc const&)
      5    0.0%    0.0%  v8::internal::CanonicalHandleScope::Lookup(v8::internal::Object*)
      5    0.0%    0.0%  v8::internal::ArrayBufferTracker::Promote(v8::internal::JSArrayBuffer*)
      5    0.0%    0.0%  v8::Value::ToString(v8::Isolate*) const
      5    0.0%    0.0%  v8::String::IsExternalOneByte() const
      5    0.0%    0.0%  v8::Object::Has(v8::Local<v8::Value>)
      5    0.0%    0.0%  unibrow::Uppercase::Is(unsigned int)
      5    0.0%    0.0%  node::StreamResource::Error() const
      5    0.0%    0.0%  node::Buffer::HexWrite(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  void v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::ObjectEvacuationStrategy<(v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::ObjectContents)1>::VisitSpecialized<56>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*)
      4    0.0%    0.0%  void v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::ObjectEvacuationStrategy<(v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::ObjectContents)1>::VisitSpecialized<48>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*)
      4    0.0%    0.0%  v8::platform::DefaultPlatform::IdleTasksEnabled(v8::Isolate*)
      4    0.0%    0.0%  v8::internal::Zone::~Zone()
      4    0.0%    0.0%  v8::internal::TemplateHashMapImpl<v8::internal::FreeStoreAllocationPolicy>::PointersMatch(void*, void*)
      4    0.0%    0.0%  v8::internal::ScopeInfo::ContextSlotIndex(v8::internal::Handle<v8::internal::ScopeInfo>, v8::internal::Handle<v8::internal::String>, v8::internal::VariableMode*, v8::internal::InitializationFlag*, v8::internal::MaybeAssignedFlag*)
      4    0.0%    0.0%  v8::internal::Scope::ResolveVariable(v8::internal::ParseInfo*, v8::internal::VariableProxy*, v8::internal::AstNodeFactory*)
      4    0.0%    0.0%  v8::internal::Scope::LookupRecursive(v8::internal::VariableProxy*, v8::internal::Scope::BindingKind*, v8::internal::AstNodeFactory*)
      4    0.0%    0.0%  v8::internal::Scope::DeserializeScopeChain(v8::internal::Isolate*, v8::internal::Zone*, v8::internal::Context*, v8::internal::Scope*)
      4    0.0%    0.0%  v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)0, (v8::internal::LoggingAndProfiling)0>::EvacuateFixedTypedArray(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*)
      4    0.0%    0.0%  v8::internal::Runtime_Modulus(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  v8::internal::RegExpStackScope::~RegExpStackScope()
      4    0.0%    0.0%  v8::internal::PowersOfTenCache::GetCachedPowerForDecimalExponent(int, v8::internal::DiyFp*, int*)
      4    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseConditionalExpression(bool, v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, bool*)
      4    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ArrowFormalParametersUnexpectedToken(v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*)
      4    0.0%    0.0%  v8::internal::PagedSpace::SizeOfObjects()
      4    0.0%    0.0%  v8::internal::NewSpace::AddFreshPage()
      4    0.0%    0.0%  v8::internal::Marking::TransferMark(v8::internal::Heap*, unsigned char*, unsigned char*)
      4    0.0%    0.0%  v8::internal::MarkCompactCollector::UpdatePointersAfterEvacuation()
      4    0.0%    0.0%  v8::internal::Logger::CodeLinePosInfoAddPositionEvent(void*, int, int)
      4    0.0%    0.0%  v8::internal::Log::MessageBuilder::WriteToLogFile()
      4    0.0%    0.0%  v8::internal::LiveRange::Covers(v8::internal::LifetimePosition)
      4    0.0%    0.0%  v8::internal::Literal::IsPropertyName() const
      4    0.0%    0.0%  v8::internal::LInstruction::IsGap() const
      4    0.0%    0.0%  v8::internal::LGapResolver::Resolve(v8::internal::LParallelMove*)
      4    0.0%    0.0%  v8::internal::LGapResolver::BuildInitialMoveList(v8::internal::LParallelMove*)
      4    0.0%    0.0%  v8::internal::LAllocator::TryAllocateFreeReg(v8::internal::LiveRange*)
      4    0.0%    0.0%  v8::internal::JsonParser<true>::ParseJson()
      4    0.0%    0.0%  v8::internal::JSArrayBuffer::Setup(v8::internal::Handle<v8::internal::JSArrayBuffer>, v8::internal::Isolate*, bool, void*, unsigned long, v8::internal::SharedFlag)
      4    0.0%    0.0%  v8::internal::IncrementalMarking::RecordWriteFromCode(v8::internal::HeapObject*, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  v8::internal::HistogramTimer::Start()
      4    0.0%    0.0%  v8::internal::Heap::GetFillToAlign(unsigned char*, v8::internal::AllocationAlignment)
      4    0.0%    0.0%  v8::internal::Heap::FullSizeNumberStringCacheLength()
      4    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::VisitVariableProxy(v8::internal::VariableProxy*)
      4    0.0%    0.0%  v8::internal::HInstruction::position() const
      4    0.0%    0.0%  v8::internal::HDeadCodeEliminationPhase::RemoveDeadInstructions()
      4    0.0%    0.0%  v8::internal::HConstant::opcode() const
      4    0.0%    0.0%  v8::internal::HBasicBlock::AddInstruction(v8::internal::HInstruction*, v8::internal::SourcePosition)
      4    0.0%    0.0%  v8::internal::GCTracer::Stop(v8::internal::GarbageCollector)
      4    0.0%    0.0%  v8::internal::Bignum::ShiftLeft(int)
      4    0.0%    0.0%  v8::internal::Bignum::AddBignum(v8::internal::Bignum const&)
      4    0.0%    0.0%  v8::internal::Accessors::FunctionLengthGetter(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  v8::Number::New(v8::Isolate*, double)
      4    0.0%    0.0%  uv__io_active
      4    0.0%    0.0%  update256
      4    0.0%    0.0%  std::_Rb_tree_increment(std::_Rb_tree_node_base*)
      4    0.0%    0.0%  std::_Rb_tree_increment(std::_Rb_tree_node_base const*)
      4    0.0%    0.0%  std::_Rb_tree<void*, std::pair<void* const, unsigned long>, std::_Select1st<std::pair<void* const, unsigned long> >, std::less<void*>, std::allocator<std::pair<void* const, unsigned long> > >::_M_erase(std::_Rb_tree_node<std::pair<void* const, unsigned long> >*)
      4    0.0%    0.0%  node::WriteWrap::NewWriteWrap(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  node::StreamWrap::IsIPCPipe()
      4    0.0%    0.0%  node::ContextifyScript::RunInThisContext(v8::FunctionCallbackInfo<v8::Value> const&)
      4    0.0%    0.0%  node::ArrayBufferAllocator::Allocate(unsigned long)
      4    0.0%    0.0%  __lxstat
      4    0.0%    0.0%  _IO_file_xsputn
      4    0.0%    0.0%  _IO_file_sync
      4    0.0%    0.0%  EVP_DigestUpdate
      3    0.0%    0.0%  void std::__insertion_sort<v8::internal::VarAndOrder*, v8::internal::Vector<v8::internal::VarAndOrder>::RawComparer<int (*)(v8::internal::VarAndOrder const*, v8::internal::VarAndOrder const*)> >(v8::internal::VarAndOrder*, v8::internal::VarAndOrder*, v8::internal::Vector<v8::internal::VarAndOrder>::RawComparer<int (*)(v8::internal::VarAndOrder const*, v8::internal::VarAndOrder const*)>)
      3    0.0%    0.0%  v8::internal::VariableProxy::node_type() const
      3    0.0%    0.0%  v8::internal::TypeFeedbackOracle::GetInfo(v8::internal::TypeFeedbackId)
      3    0.0%    0.0%  v8::internal::Type::SlowIs(v8::internal::Type*)
      3    0.0%    0.0%  v8::internal::String::CalculateLineEnds(v8::internal::Handle<v8::internal::String>, bool)
      3    0.0%    0.0%  v8::internal::StaticMarkingVisitor<v8::internal::IncrementalMarkingMarkingVisitor>::DataObjectVisitor::Visit(v8::internal::Map*, v8::internal::HeapObject*)
      3    0.0%    0.0%  v8::internal::SimpleStringBuilder::AddPadding(char, int)
      3    0.0%    0.0%  v8::internal::Scope::Scope(v8::internal::Zone*, v8::internal::Scope*, v8::internal::ScopeType, v8::internal::Handle<v8::internal::ScopeInfo>, v8::internal::AstValueFactory*)
      3    0.0%    0.0%  v8::internal::Scope::PropagateScopeInfo(bool)
      3    0.0%    0.0%  v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)0, (v8::internal::LoggingAndProfiling)0>::EvacuateJSFunction(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*)
      3    0.0%    0.0%  v8::internal::ScavengeJob::ScheduleIdleTaskIfNeeded(v8::internal::Heap*, int)
      3    0.0%    0.0%  v8::internal::Scanner::Scanner(v8::internal::UnicodeCache*)
      3    0.0%    0.0%  v8::internal::Scanner::ScanString()
      3    0.0%    0.0%  v8::internal::SafepointTableBuilder::Emit(v8::internal::Assembler*, int)
      3    0.0%    0.0%  v8::internal::SafepointTableBuilder::DefineSafepoint(v8::internal::Assembler*, v8::internal::Safepoint::Kind, int, v8::internal::Safepoint::DeoptMode)
      3    0.0%    0.0%  v8::internal::SNPrintF(v8::internal::Vector<char>, char const*, ...)
      3    0.0%    0.0%  v8::internal::RelocIterator::RelocIterator(v8::internal::Code*, int)
      3    0.0%    0.0%  v8::internal::RecordMigratedSlotVisitor::VisitPointers(v8::internal::Object**, v8::internal::Object**)
      3    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseUnaryExpression(v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, bool*)
      3    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParsePrimaryExpression(v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, bool*)
      3    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseArguments(v8::internal::Scanner::Location*, v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*, bool*)
      3    0.0%    0.0%  v8::internal::ParserBase<v8::internal::ParserTraits>::BindingPatternUnexpectedToken(v8::internal::ExpressionClassifier<v8::internal::ParserTraits>*)
      3    0.0%    0.0%  v8::internal::Parser::ParseStatementList(v8::internal::ZoneList<v8::internal::Statement*>*, int, bool*)
      3    0.0%    0.0%  v8::internal::Parser::ParseStatementAsUnlabelled(v8::internal::ZoneList<v8::internal::AstRawString const*>*, bool*)
      3    0.0%    0.0%  v8::internal::Parser::ParseBlock(v8::internal::ZoneList<v8::internal::AstRawString const*>*, bool, bool*)
      3    0.0%    0.0%  v8::internal::Parser::Parse(v8::internal::ParseInfo*)
      3    0.0%    0.0%  v8::internal::Object::GetHash()
      3    0.0%    0.0%  v8::internal::Object* v8::internal::VisitWeakList<v8::internal::Context>(v8::internal::Heap*, v8::internal::Object*, v8::internal::WeakObjectRetainer*)
      3    0.0%    0.0%  v8::internal::Object* v8::internal::VisitWeakList<v8::internal::AllocationSite>(v8::internal::Heap*, v8::internal::Object*, v8::internal::WeakObjectRetainer*)
      3    0.0%    0.0%  v8::internal::MarkCompactCollector::RecordRelocSlot(v8::internal::RelocInfo*, v8::internal::Object*)
      3    0.0%    0.0%  v8::internal::MarkBit::Next() [clone .isra.4]
      3    0.0%    0.0%  v8::internal::Map::OnlyHasSimpleProperties()
      3    0.0%    0.0%  v8::internal::MacroAssembler::MoveHeapObject(v8::internal::Register, v8::internal::Handle<v8::internal::Object>)
      3    0.0%    0.0%  v8::internal::LiveRange::AddUsePosition(v8::internal::LifetimePosition, v8::internal::LOperand*, v8::internal::LOperand*, v8::internal::Zone*)
      3    0.0%    0.0%  v8::internal::LTemplateResultInstruction<1>::result() const
      3    0.0%    0.0%  v8::internal::LInstructionGap::CompileToNative(v8::internal::LCodeGen*)
      3    0.0%    0.0%  v8::internal::LGapResolver::PerformMove(int)
      3    0.0%    0.0%  v8::internal::LCodeGen::RecordAndWritePosition(int)
      3    0.0%    0.0%  v8::internal::LCodeGen::DoStoreNamedField(v8::internal::LStoreNamedField*)
      3    0.0%    0.0%  v8::internal::LCodeGen::DeoptimizeIf(v8::internal::Condition, v8::internal::LInstruction*, v8::internal::Deoptimizer::DeoptReason, v8::internal::Deoptimizer::BailoutType)
      3    0.0%    0.0%  v8::internal::LChunk::IsGapAt(int) const
      3    0.0%    0.0%  v8::internal::LAllocator::ResolveControlFlow(v8::internal::LiveRange*, v8::internal::HBasicBlock*, v8::internal::HBasicBlock*)
      3    0.0%    0.0%  v8::internal::LAllocator::AllocateRegisters()
      3    0.0%    0.0%  v8::internal::JsonParser<false>::Advance()
      3    0.0%    0.0%  v8::internal::JSReceiver::DeleteNormalizedProperty(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Name>, int)
      3    0.0%    0.0%  v8::internal::IteratePointersToFromSpaceVisitor::VisitCodeEntry(unsigned char*)
      3    0.0%    0.0%  v8::internal::Isolate::UnregisterTryCatchHandler(v8::TryCatch*)
      3    0.0%    0.0%  v8::internal::IncrementalMarking::RecordWrites(v8::internal::HeapObject*)
      3    0.0%    0.0%  v8::internal::IdleScavengeObserver::Step(int, unsigned char*, unsigned long)
      3    0.0%    0.0%  v8::internal::Heap::ProcessPretenuringFeedback()
      3    0.0%    0.0%  v8::internal::Heap::MarkCompactPrologue()
      3    0.0%    0.0%  v8::internal::HashTable<v8::internal::StringTable, v8::internal::StringTableShape, v8::internal::HashTableKey*>::HasSufficientCapacity(int)
      3    0.0%    0.0%  v8::internal::HashTable<v8::internal::StringTable, v8::internal::StringTableShape, v8::internal::HashTableKey*>::EnsureCapacity(v8::internal::Handle<v8::internal::StringTable>, int, v8::internal::HashTableKey*, v8::internal::PretenureFlag)
      3    0.0%    0.0%  v8::internal::HandleScope::HandleScope(v8::internal::Isolate*)
      3    0.0%    0.0%  v8::internal::HValue::RegisterUse(int, v8::internal::HValue*)
      3    0.0%    0.0%  v8::internal::HUseIterator::Advance()
      3    0.0%    0.0%  v8::internal::HOptimizedGraphBuilder::VisitForValue(v8::internal::Expression*, v8::internal::ArgumentsAllowedFlag) [clone .constprop.956]
      3    0.0%    0.0%  v8::internal::HMarkUnreachableBlocksPhase::MarkUnreachableBlocks()
      3    0.0%    0.0%  v8::internal::HInstruction::InsertAfter(v8::internal::HInstruction*)
